Consecutivo;Tipo_entidad;Codigo_Entidad;Fecha_Corte;  Area;Tipo_Informe;CIDT        ;Codigo_Formato;Codigo_Clase;Codigo_Grupo;Codigo_Cuenta;Cod_SubCuenta;COL0                ;COL1                ;COL2
        630;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           6;           10;           25;2337067750.36       ;2289672628.47       ;47395121.89
        556;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           5;           1;           50;           95;606955639.10        ;606955639.10        ;?
        121;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           4;           1;           29;            5;17833409451.85      ;?                   ;17833409451.85
        462;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           5;           1;           33;           20;443649.27           ;443649.27           ;?
         76;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           5;           1;            2;            0;58029078362.48      ;58029078362.48      ;?
        833;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           4;           1;           95;           30;97010522.70         ;97010522.70         ;?
        313;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           4;           91;           10;3818464299.18       ;3818464299.18       ;?
        778;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           87;           18;263192003.76        ;263192003.76        ;?
        659;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           4;           95;           25;97910726719.20      ;97910726719.20      ;?
        598;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           3;           8;           15;           95;-60882825297.88     ;-60882825297.88     ;?
        131;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           3;           16;            5;404660178654.73     ;404660178654.73     ;?
        468;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           5;           1;           80;           20;243527612.33        ;243527612.33        ;?
         77;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           3;           15;            0;124344246517.61     ;124344246517.61     ;?
        894;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           5;           1;           90;           30;656362740.64        ;656362740.64        ;?
